Channel Number;Channel Name;Channel Type;Rx Frequency;Tx Frequency;Bandwidth (kHz);Colour Code;Timeslot;Contact;TG List;DMR ID;TS1_TA_Tx;TS2_TA_Tx ID;RX Tone;TX Tone;Squelch;Power;Rx Only;Zone Skip;All Skip;TOT;VOX;No Beep;No Eco;APRS;Latitude;Longitude
701;SK7IJ Vetlanda 7;Analogue;434.6250;432.6250;25;;;;;;;;156.7;156.7;Disabled;Master;No;No;No;0;Off;No;No;None;57,499;15,244
702;SA7BVQ Eslöv 70c;Analogue;434.7000;432.7000;25;;;;;;;;79.7;79.7;Disabled;Master;No;No;No;0;Off;No;No;None;55,8471;13,279
703;SK7RIH_Oskarsham;Analogue;434.7250;432.7250;25;;;;;;;;;;Disabled;Master;No;No;No;0;Off;No;No;None;57,26;16,4
704;SK7RJL Lund 70cm;Analogue;434.7250;432.7250;25;;;;;;;;79.7;79.7;Disabled;Master;No;No;No;0;Off;No;No;None;55,7292;13,2083
705;SM7NTJ Aneby 70c;Analogue;434.7250;432.7250;25;;;;;;;;156.7;156.7;Disabled;Master;No;No;No;0;Off;No;No;None;57,8542;14,623
706;SK7FK Karlskrona;Analogue;434.7500;432.7500;25;;;;;;;;;;Disabled;Master;No;No;No;0;Off;No;No;None;56,2;15,62
707;SK7RGI Huskvarna;Analogue;434.7500;432.7500;25;;;;;;;;156.7;156.7;Disabled;Master;No;No;No;0;Off;No;No;None;57,8105;14,3
708;SK7RN Borgholm 7;Analogue;434.7750;432.7750;25;;;;;;;;79.7;79.7;Disabled;Master;No;No;No;0;Off;No;No;None;56,8406;16,6658
709;SM7GYT Eslöv 70c;Analogue;434.8125;432.8125;25;;;;;;;;88.5;88.5;Disabled;Master;No;No;No;0;Off;No;No;None;55,8552;13,2893
710;SK7EM Blentarp 7;Analogue;434.8500;432.8500;25;;;;;;;;79.7;79.7;Disabled;Master;No;No;No;0;Off;No;No;None;55,5735;13,5235
711;SK7RFH Nässjö 70;Analogue;434.8500;432.8500;25;;;;;;;;;;Disabled;Master;No;No;No;0;Off;No;No;None;57,65;14,7
712;SK7ROQ Gladsax 7;Analogue;434.8875;432.8875;25;;;;;;;;79.7;79.7;Disabled;Master;No;No;No;0;Off;No;No;None;55,5611;14,2808
713;SK7RRV Lönsboda;Analogue;434.9000;433.3000;25;;;;;;;;;;Disabled;Master;No;No;No;0;Off;No;No;None;56,4032;14,2863
714;SM7JPI Svängsta;Analogue;434.9250;432.9250;25;;;;;;;;79.7;79.7;Disabled;Master;No;No;No;0;Off;No;No;None;56,2676;14,7692
715;SM0WIU Högdalen;Digital;145.5750;144.9750;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,249;18,0719
716;SK0EN Älmsta 2m;Digital;145.7375;145.1375;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,9733;18,8097
717;SK0RMQ Tyresö 70;Digital;434.5125;432.5125;;12;1;;DMR Plus;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,2975;18,173
718;SA0AZT Vallentun;Digital;434.5500;432.5500;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,5833;18,3333
719;SK0QO Haninge;Digital;434.5625;432.5625;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,1704;18,1663
720;SK0EN Älmsta 70c;Digital;434.6000;432.6000;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,9733;18,8097
721;SM0WIU Nynäshamn;Digital;434.6125;432.6125;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;58,909;17,946
722;SK0RMT Täby 70cm;Digital;434.7375;432.7375;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,445;18,075
723;SK0RYG U.Väsby 7;Digital;434.7625;432.7625;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,523;17,9251
724;SA0AZT Norrtälje;Digital;434.8125;432.8125;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,7642;18,712
725;SM0WIU Dalarö 70;Digital;434.8375;432.8375;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,1353;18,4106
726;SM0WIU Botkyrka;Digital;434.8750;432.8750;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,2507;17,879
727;SM0WIU Södertälj;Digital;434.8750;432.8750;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,1903;17,6178
728;SK0RPF Sigtuna 7;Digital;434.8875;432.8875;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,6368;17,8088
729;SK0NN Johannesho;Digital;434.9250;432.9250;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,2942;18,073
730;SK0RYG Kista 70c;Digital;434.9500;432.9500;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,4;17,95
731;SK0RYG Stockholm;Digital;434.9625;432.9625;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,3345;18,0636
732;SK0VR Värmdö 70c;Digital;434.9750;432.9750;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,3134;18,4254
733;SK0SX Kista 70cm;Digital;434.9875;432.9875;;0;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,4;17,95
734;SK2AU_Skellefteå;Digital;145.5875;144.9875;;;;;;;;;;;;Master;No;No;No;0;Off;No;No;None;64,7788;20,9541
735;SK2HG Seskarö 2m;Digital;145.6750;145.0750;;2;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;65,7318;23,7242
736;SK2HG Kalix 2m;Digital;145.7250;145.1250;;2;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;65,92;22,833
737;SK2RGJ Kiruna 70;Digital;434.5125;432.5125;;2;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;67,8314;20,1876
738;SK2HG Kalix-Vatt;Digital;434.7250;432.7250;;2;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;65,8596;23,1535
739;SK2RJH Kalix 70c;Digital;434.7500;432.7500;;2;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;65,92;22,833
740;SK2CI Boden 70cm;Digital;434.8000;432.8000;;2;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;65,8204;21,6003
741;SK2AZ Piteå 70cm;Digital;434.8500;432.8500;;2;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;65,3116;21,2746
742;SK2DR Luleå 70cm;Digital;434.9000;432.9000;;2;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;65,6141;22,2024
743;SK2AT Vännäs 70c;Digital;434.9750;432.9750;;2;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;63,975;19,964
744;SK2HG Kalix 70cm;Digital;434.9875;432.9875;;2;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;65,8496;23,176
745;SK3WH Örnsköldsv;Digital;145.5750;144.9750;;3;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;63,2963;18,7318
746;SK3RHU Hudiksval;Digital;145.7125;145.1125;;3;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;61,723;17,1
747;SM3YFX Föllinge;Digital;434.5250;432.5250;;3;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;63,67;14,607
748;SK3JR ÖstersundD;Digital;434.5625;432.5625;;3;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;63,1047;14,6022
749;SK3RHU_Hudiksval;Digital;434.5750;432.5750;;3;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;61,723;17,1
750;SK3GK Gävle 70cm;Digital;434.7000;432.7000;;3;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;60,6402;17,1335
751;SK3RFG_Sundsvall;Digital;434.8000;432.8000;;1;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;62,3785;17,202
752;SK3RFG.Sundsvall;Digital;434.9875;432.9875;;3;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;62,3003;17,3635
753;SK4RKD Karlskoga;Digital;145.7500;145.1500;;4;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,378;14,435
754;SM4WIU Leksand 7;Digital;434.6125;432.6125;;;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;60,7488;15,0725
755;SK4RGL Falun 70c;Digital;434.6250;432.6250;;1;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;60,6295;15,677
756;SA4BHE Smedjebac;Digital;434.6375;432.6375;;4;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;60,1596;15,3995
757;SK4WV Vansbro 70;Digital;434.6625;432.6625;;4;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;60,505;14,0315
758;SK4TL Örebro 70c;Digital;434.7250;432.7250;;4;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,2552;15,1857
759;SK4KR Karlskoga;Digital;434.8000;432.8000;;4;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,3175;14,4812
760;SK4BW Borlänge 7;Digital;434.8500;432.8500;;12;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;60,4014;15,465
761;SA4BNA Arvika 70;Digital;434.9750;432.9750;;4;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,5793;12,5401
762;SK5UM Flen 2m;Digital;145.6375;145.0375;;5;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,0448;16,6282
763;SA5BJM Uppsala 7;Digital;434.5125;432.5125;;1;1;;;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,9774;17,594
764;SK5RYG Linköping;Digital;434.5125;432.5125;;5;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;58,56;15,542
765;SG5BCG Knivsta 7;Digital;434.5250;432.5250;;5;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,7255;17,7868
766;SG5DV Uppsala 70;Digital;434.5875;432.5875;;5;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,8507;17,6345
767;SA5HAV Uppsala 7;Digital;434.6375;432.6375;;5;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,9512;17,82
768;SM5DWC Linköping;Digital;434.8750;432.8750;;5;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;58,5643;15,5266
769;SL5ZYT Norrköpin;Digital;434.9500;432.9500;;5;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;58,6875;16,2917
770;SK6IF Tanumshede;Digital;145.5750;144.9750;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;58,7239;11,3252
771;SK6RKI Kortedala;Digital;145.5875;144.9875;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,7613;12,0373
772;SK6IF Kungshamn;Digital;145.6750;145.0750;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;58,3569;11,257
773;SK6RFP Bengtsfor;Digital;145.7000;145.1000;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,0053;12,2525
774;SK6QA Stenungsun;Digital;145.7125;145.1125;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;58,0823;11,9943
775;SL6ZAQ Uddevalla;Digital;145.7375;145.1375;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;58,2964;11,8584
776;SK6DW Trollhätta;Digital;145.7625;145.1625;;6;1;;;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;58,275;12,29
777;SK6DG Alingsås 7;Digital;434.5375;432.5375;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,9151;12,5195
778;SM6TKT Borås 70c;Digital;434.5500;432.5500;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,742;13,005
779;SK6QA_Stenungsun;Digital;434.5625;432.5625;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;58,0564;11,7428
780;SL6ZYW Bengtsfor;Digital;434.6875;432.6875;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;59,0053;12,2525
781;SK6AG GuldhedenD;Digital;434.7875;432.7875;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,6785;11,9787
782;SA6RP Floda 70cm;Digital;434.8250;432.8250;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,809;12,3654
783;SK6RKI Öckerö 70;Digital;434.8500;432.8500;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,7091;11,6431
784;SK6DW_Trollhätta;Digital;434.8750;432.8750;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;58,275;12,29
785;SA6APY Skara 70c;Digital;434.9875;432.9875;;6;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;58,4;13,46
786;SK7RNQ Gladsax 2;Digital;145.5750;144.9750;;7 ;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;55,5611;14,2808
787;SG7RFH Nässjö 2m;Digital;145.5875;144.9875;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,65;14,7
788;SK7RMQ Linderöd;Digital;145.5875;144.9875;;14;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;55,9166;13,75
789;SK7RQX Hallandså;Digital;145.7875;145.1875;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;56,3711;12,9892
790;SK7BQ_Kristianst;Digital;434.5250;432.5250;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;56,005;14,065
791;SK7RFL.Algutsrum;Digital;434.5500;432.5500;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;56,6828;16,5646
792;SK7AF Eksjö 70cm;Digital;434.5625;432.5625;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,647;15,018
793;SK7RJL Lund;Digital;434.5875;432.5875;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;55,7348;13,2308
794;SG7BNT Bruzaholm;Digital;434.6000;432.6000;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,6436;15,2712
795;SK7REE Helsingbo;Digital;434.6000;432.6000;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;56,0362;12,704
796;SK7RPQ Malmö 70c;Digital;434.6125;432.6125;;7 ;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;55,5781;13,0089
797;SK7REE_Söderåsen;Digital;434.6500;432.6500;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;56,0517;13,1047
798;SA7BJF Södra Vi;Digital;434.6625;432.6625;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,7423;15,8038
799;SK7JD VästervikD;Digital;434.6750;432.6750;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,7937;16,5758
800;SK7HW Växjö 70cm;Digital;434.7000;432.7000;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;56,8666;14,8833
801;SK7RJL Malmö 70c;Digital;434.7750;432.7750;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;55,5978;12,9846
802;SK7DL Emmaboda 7;Digital;434.7875;432.7875;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;56,6313;15,5049
803;SG7RFH Nässjö 70;Digital;434.9000;432.9000;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,65;14,7
804;SA7BIK Höör 70cm;Digital;434.9125;432.9125;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;55,9567;13,5661
805;SA7CCO Sjöbo 70c;Digital;434.9250;432.9250;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;55,6408;13,709
806;SM7NTJ Aneby;Digital;434.9250;432.9250;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,8542;14,623
807;SK7RBK Bjärnum 7;Digital;434.9500;432.9500;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;56,2903;13,7196
808;SK7REE Örkelljun;Digital;434.9750;432.9750;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;56,28;13,27
809;SK7RGI_Jönköping;Digital;434.9750;432.9750;;7;1;;Brandmeister;None;Off;Off;;;;Master;No;No;No;0;Off;No;No;None;57,7638;14,2399
